store_name,address,city,state,postal_code,store_number,phone_number,lat,long,amenities
Hwy 15-501 & Columbus Dr,"110 Columbus Drive, Aberdeen",Aberdeen,NC,28315,10387-100533,+1 910-692-2351,35.15779,-79.41946,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Aberdeen 29,"11109 US Hwy 15-501, Aberdeen",Aberdeen,NC,28315,66644-297604,+1 910-692-7029,35.15624,-79.41634,"Blonde Espresso,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Oleander and Independence,"3502 Oleander Drive, Wilmington",Wilmington,NC,28403,18295-181084,+1 910-392-1507,34.21697,-77.90691,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wilmington 158,"820 S College Rd, Wilmington",Wilmington,NC,28403,23185-130524,+1 910-452-9242,34.21986,-77.88587,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Independence & 17th,"1406 Barclay Pointe Blvd, Wilmington",Wilmington,NC,28412,50268-270544,+1 910-515-2335,34.18122,-77.9191,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
NC 211 & Main St,"270 Ivey Lane, Pinehurst",Pinehurst,NC,28374,61705-295187,+1 910-687-6005,35.20421,-79.48408,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Pinehurst 80,"305 Ivey Ln, Pinehurst",Pinehurst,NC,28374,27170-237504,+1 910-255-0104,35.20551,-79.48429,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
S. Horner Blvd & Rosser Rd.,"2905 Horner Boulevard, Sanford",Sanford,NC,27332,29150-252744,+1 910-759-0647,35.45364,-79.1373,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wilmington 264,"3860 Carolina Beach Road, Wilmington",Wilmington,NC,28412,66646-300701,+1 910-444-0220,34.17419,-77.92499,"Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
Harris Teeter Wilmington 441,"2800 S College Rd, Wilmington",Wilmington,NC,28412,5061-141305,+1 910-791-1392,34.19507,-77.88949,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Target Wilmington 1107,"4711 New Centre Drive, Wilmington",Wilmington,NC,28405,54679-282265,+1 910-395-5057,34.24811,-77.88152,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
UNCW The Hub,"601 S COLLEGE RD, Wilmington",Wilmington,NC,28403,51553-258144,+1 910-962-7788,34.22088,-77.87159,"Blonde Espresso,In Store,Oven-warmed Food"
S College Rd & New Centre Dr,"311 S College Dr, Wilmington",Wilmington,NC,28403,8518-193866,+1 910-350-8943,34.23678,-77.87127,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
US1 & Spring Lane,"826 Spring Lane, Sanford",Sanford,NC,27330,67828-300154,+1 919-842-3282,35.48755,-79.19358,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Leland 225,"2021 Olde Regent Way, Leland",Leland,NC,28451,29082-105498,+1 910-371-3944,34.21938,-78.01925,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
US17 & Ploof Rd,"3572 Leland Town Center Drive, Leland",Leland,NC,28451,54435-285775,+1 910-685-2573,34.21461,-78.02002,"After Hours Wi-Fi,Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Eastwood Rd & Autumn Hall,"5605 Currituck Drive, Wilmington",Wilmington,NC,28403,8487-292886,+1 910-509-0332,34.23578,-77.84625,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wilmington 210,"6805 Parker Farm Rd, Wilmington",Wilmington,NC,28405,23661-94455,+1 910-256-1071,34.23616,-77.8312,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Carolina Beach & Piner Road,"5521 Carolina Beach Rd., Wilmington",Wilmington,NC,28412,56880-289884,+1 910-395-9100,34.13789,-77.89343,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Military Cutoff & Sir Tyler Dr,"971 Military Cutoff Rd, Wilmington",Wilmington,NC,28405,8544-290830,+1 910-256-2097,34.24287,-77.82704,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wilmington 301,"1940 Eastwood Rd, Wilmington",Wilmington,NC,28403,19555-100653,+1 910-256-2015,34.221,-77.82222,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Harris Teeter Wilmington 96,"5920 Carolina Beach Road, Wilmington",Wilmington,NC,28412,23651-100652,+1 910-796-3091,34.12475,-77.90247,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Hwy 17 & Middle Sound Loop,"7201 Market Street, Wilmington",Wilmington,NC,28411,57458-288956,+1 910-524-9363,34.27276,-77.81893,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wilmington 191,"8260 Market St, Wilmington",Wilmington,NC,28411,66647-300277,+1 910-681-0571,34.29798,-77.79026,"Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
US17 & Country Club,"17064 US Hwy 17, Hampstead",Hampstead,NC,28443,68574-303200,+1 910-222-8184,34.39117,-77.68108,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Southport Supply & Long Beach,"5010 Southport Crossing Way, Southport",Southport,NC,28461,71122-304044,+1 910-946-5012,33.95378,-78.05094,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Brevard 67,"710 N Broad St, Brevard",Brevard,NC,28712,79222-98063,+1 828-883-2377,35.24057,-82.72713,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
N. Broad St and Hendersonville,"192 Asheville Highway, Brevard",Brevard,NC,28712,58900-292515,+1 828-553-5290,35.24471,-82.72355,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Cashiers 110,"230 US 64 E, Cashiers",Cashiers,NC,28717,18447-186744,+1 828-743-3801,35.11413,-83.09856,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Waynesville 58,"1678 Brown Ave., Waynesville",Waynesville,NC,28786,55094-286291,+1 828-456-8776,35.47014,-83.00425,"Blonde Espresso,In Store,Oven-warmed Food"
Ingles Travelers Rest 206,"1500 Greer Hwy, Travelers Rest",Travelers Rest,SC,29690,63714-298257,+1 864-834-5937,34.99245,-82.46923,"Café Seating,In Store,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Starbucks Wi-Fi"
Russ Ave & Howell Mill Rd,"660 Russ Avenue, Waynesville",Waynesville,NC,28786,55144-285765,+1 828-456-5656,35.50213,-82.98866,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Waynesville 23,"201 Barber Blvd, Waynesville",Waynesville,NC,28786,73925-98097,+1 828-456-7599,35.50406,-82.98809,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Pickens 17,"502 Ann St, Pickens",Pickens,SC,29671,25332-237790,+1 864-878-7906,34.89304,-82.70917,"In Store,Oven-warmed Food"
Hwy 24 & Leonard Ave,"617 NC-24, Albemarle",Albemarle,NC,28001,69590-302235,+1 980-581-2391,35.34406,-80.17641,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
W Ehringhaus St,"1313 W Ehringhaus St, Elizabeth City",Elizabeth City,NC,27909,69858-302047,+1 252-679-2237,36.29432,-76.24007,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food"
US 17-BYP & Halstead,"109 Tanglewood Pkwy N, Elizabeth City",Elizabeth City,NC,27909,48154-257485,+1 252-384-8308,36.29377,-76.29739,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Starbucks Wi-Fi"
Harris Teeter Corolla 266,"6010 Currituck Clubhouse DR, Corolla",Corolla,NC,27927,23134-98083,+1 252-453-0153,36.30297,-75.80659,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Hwy 70 & Gulley Dr,"13024 US Highway 70W, Clayton",Clayton,NC,27520,10390-100531,+1 919-359-0690,35.66649,-78.49774,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Wendell Falls & Taylor Road,"6008 Taylor Rd, Wendell",Wendell,NC,27591,70519-300907,+1 919-374-4217,35.77632,-78.43283,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"I-85 & Dabney Dr, Exit 213","1522 Dabney Drive, Henderson",Henderson,NC,27536,54826-286749,+1 252-425-0794,36.33371,-78.43523,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Starbucks Wi-Fi"
Harris Teeter Wake Forest 353,"13686 CAPITAL BLVD, Wake Forest",Wake Forest,NC,27587,54163-284287,+1 919-554-3608,36.0065,-78.52037,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
US-70 & Hestron Dr,"5186 Hwy 70, Morehead City",Morehead City,NC,28557,11761-106174,+1 252-726-5758,34.73918,-76.80854,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Morehead City 26,"5000 US HWY 70, Morehead City",Morehead City,NC,28557,48913-264648,+1 252-240-3849,34.7351,-76.79247,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
I-74 and US 401,"892 Hwy 401 Bypass South, Laurinburg",Laurinburg,NC,28352,66455-297362,+1 910-828-7046,34.76351,-79.4808,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
E Broad Ave & Rockingham Rd,"1217 E. Broad Avenue, Rockingham",Rockingham,NC,28379,68128-300144,+1 910-817-4723,34.92281,-79.75048,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Pride Drive & Blowing Rock Roa,"1700 Blowing Rock Road, Boone",Boone,NC,28607,47390-257004,+1 828-406-7782,36.19951,-81.65979,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Starbucks Wi-Fi"
Harris Teeter Boone 165,"240 Shadowline Dr, Boone",Boone,NC,28607,16318-156564,+1 828-262-3319,36.20281,-81.66214,"Blonde Espresso,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Wireless Hot-Spot"
Highway 421 and Stonecrest Oak,"1921 A W. US Highway 421, Wilkesboro",Wilkesboro,NC,28697,57790-291372,+1 336-990-9055,36.14972,-81.20089,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Campbell Univ. Wiggins Library,"113 Main St, Buies Creek",Buies Creek,NC,27506,23944-230987,+1 910-814-5555,35.4085,-78.73853,"Blonde Espresso,In Store,Oven-warmed Food,Wireless Hot-Spot"
Highway 521 and Jim Wilson,"7716 Charlotte Highway, Indian Land",Indian Land,SC,29707,50741-276111,+1 803-833-6561,34.93814,-80.83653,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Fort Mill 372,"6271 Carolina Commons Dr, Fort Mill",Fort Mill,SC,29707,1541-116885,+1 803-802-5300,34.93683,-80.83803,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Rockford St and Mountain View,"1996 Rockford Street, Mt. Airy",Mt. Airy,NC,27030,51935-278764,+1 336-840-4530,36.47998,-80.61668,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"I-77 & CC Camp Rd, Elkin","543 CC Camp Rd, Elkin",Elkin,NC,28621,68663-302005,+1 336-329-8103,36.27832,-80.83365,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Food City Galax 865,"955-A East Stuart Drive, Galax",Galax,VA,24333,61957-296309,+1 276-238-0700,36.67786,-80.89576,"Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food"
Ingles Marion 60,"309 W. Henderson St., Marion",Marion,NC,28752,60696-294289,+1 828-652-8588,35.68028,-82.01157,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food"
Sugar Hill & I-40,"2487 Sugar Hill Rd, Marion",Marion,NC,28752,80846-309949,+1 828-594-8963,35.65277,-82.03054,"After Hours Wi-Fi,Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Shallotte,"117-1 Smith Avenue, Shallotte",Shallotte,NC,28470,62905-295064,+1 910-500-0017,33.98071,-78.37755,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Wake Forest 1504,"12000 Retail Dr, Wake Forest",Wake Forest,NC,27587,76100-78182,+1 919-761-1001,35.97441,-78.54199,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
Capital Blvd & Calvin Jones,"11720 Retail Drive, Wake Forest",Wake Forest,NC,27587,53826-283825,+1 919-906-3618,35.96619,-78.54338,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
S. Main St & Rogers Rd,"2815 Rogers Road, Wake Forest",Wake Forest,NC,27587,29679-253030,+1 919-971-0664,35.95337,-78.52549,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Caesars Virginia,"Caesar's Casino, Danville",Danville,VA,24541,85502-308712,,36.57549,-79.4122,"Blonde Espresso,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food"
Danville Mall Pad,"450 Mall Drive, Danville",Danville,VA,24540,11077-251210,+1 434-793-0380,36.59464,-79.42456,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Target Danville 2407,"236 Coleman St, Danville",Danville,VA,24540,76923-128685,+1 434-799-9950,36.60123,-79.41651,"Blonde Espresso,In Store,Redeem Rewards,Wireless Hot-Spot"
1011 Piney Forest Rd - Danvill,"1011 Piney Forest Rd, Danville",Danville,VA,24540,69601-300480,+1 434-688-0738,36.62186,-79.40512,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Martinsville - Greensboro Rd,"2840 Greensboro Road, Martinsville",Martinsville,VA,24112,85357-305756,+1 276-229-4469,36.65192,-79.87316,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"I-95 & Premier Blvd, Exit 173","298 Premier Blvd., Roanoke Rapids",Roanoke Rapids,NC,27870,9272-94777,+1 252-533-5900,36.42491,-77.63228,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
"I-95N & 53E, Emporia, VA","105 E Cloverleaf, Emporia",Emporia,VA,23847,64980-297374,+1 434-427-0023,36.70337,-77.54252,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Harris Teeter Wake Forest 43,"3638 Rogers Rd, Wake Forest",Wake Forest,NC,27587,48487-263204,+1 919-562-9521,35.94482,-78.5035,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Harris Teeter Raleigh 367,"14520 JOHN REX BLVD, Raleigh",Raleigh,NC,27614,54166-285004,+1 919-554-4167,35.94747,-78.54278,"Blonde Espresso,In Store,Mobile Order and Pay,Oven-warmed Food,Redeem Rewards"
Wakefield Commons & US-1,"10760 Wakefield Commons Dr., Raleigh",Raleigh,NC,27614,2970-79142,+1 919-453-1010,35.9428,-78.54094,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
E. Main St & Walmart Plaza,"390 Walmart Plaza, Sylva",Sylva,NC,28779,66412-300334,+1 828-979-0070,35.36144,-83.20222,"Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Western Carolina Univ. Brown H,"417 Central Drive, Cullowhee",Cullowhee,NC,28723,51554-248885,+1 828-227-5100,35.30997,-83.17745,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Starbucks Wi-Fi"
Western Carolina Univ. Courtya,"517 Centennial Drive, Cullowhee",Cullowhee,NC,28723,75441-106538,+1 828-227-5100,35.30983,-83.18359,"Blonde Espresso,In Store,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
CHE Harrahs Resort Creekside,"777 Casino Drive, Cherokee",Cherokee,NC,28719,78756-307390,+1 828-497-7777,35.46928,-83.29781,"Blonde Espresso,Café Seating,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Wireless Hot-Spot"
CHE Harrahs Convention Lobby,"123 Harrahs Service Drive, Cherokee",Cherokee,NC,28719,66284-293529,+1 828-497-9021,35.46986,-83.3049,"Blonde Espresso,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
Whiteville,"1211 North JK Powell Boulevard, Whiteville",Whiteville,NC,28472,70141-303224,+1 910-221-1923,34.34449,-78.70957,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles West Jefferson 82,"60 Ashemont Dr., West Jefferson",West Jefferson,NC,28694,61785-295439,+1 336-246-2804,36.38084,-81.48861,"In Store,Nitro Cold Brew,Oven-warmed Food"
Ingles Franklin 132,"183 Holly Springs Plaza, Franklin",Franklin,NC,28734,71820-305468,+1 828-524-5011,35.18063,-83.35583,"Blonde Espresso,Nitro Cold Brew,Oven-warmed Food,Wireless Hot-Spot"
Ingles Franklin 114,"1281 Georgia Rd., Franklin",Franklin,NC,28734,52140-280280,+1 828-524-9321,35.15767,-83.39274,"Blonde Espresso,In Store,Oven-warmed Food"
Ingles Clayton 488,"176 Highway 441 N, Clayton",Clayton,GA,30525,13152-152234,+1 706-782-3365,34.88024,-83.39654,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ole Smoky Moonshine Holler,"903 Parkway, Gatlinburg",Gatlinburg,TN,37738,23323-217687,+1 865-325-1545,35.71062,-83.51938,"Blonde Espresso,In Store,Oven-warmed Food"
Food City Gatlinburg 611,"1219 E Parkway-Hwy 321, Gatlinburg",Gatlinburg,TN,37738,65049-298966,+1 865-430-3116,35.72674,-83.48078,"Blonde Espresso,Mobile Order and Pay,Nitro Cold Brew,Oven-warmed Food,Redeem Rewards"
Ingles Burnsville 13,"400 E US Highway 19 E Byp, Burnsville",Burnsville,NC,28714,16319-165208,+1 828-682-6272,35.9143,-82.29071,"In Store,Oven-warmed Food,Wireless Hot-Spot"
Ingles Landrum 205,"1851 Hwy. 14E @ I-26, Landrum",Landrum,SC,29356,19373-201168,+1 864-457-5187,35.12578,-82.22339,"Blonde Espresso,In Store,Oven-warmed Food"
Hwy 25 & Little Texas Rd,"30 Krieger Ct., Travelers Rest",Travelers Rest,SC,29690,63945-298282,+1 864-750-4041,34.95824,-82.43627,"Café Seating,Drive-Thru,In Store,Mobile Order and Pay,Nitro Cold Brew,Outdoor Seating,Oven-warmed Food,Redeem Rewards,Starbucks Wi-Fi"
Ingles Elizabethton 397,"768 W. Elk Ave., Elizabethton",Elizabethton,TN,37643,56678-290455,+1 423-547-9323,36.34858,-82.23719,"Blonde Espresso,In Store,Oven-warmed Food"
